InvoiceNo,OrderValue,OrderSize
542997,395.90999999999997,44
542998,587.25,93
542999,523.31,60
543000,1047.17,143
543001,314.63,161
543002,117.09,97
543003,126.82,78
543005,144.2,116
543006,326.36,87
543007,160.85,105
543008,442.88,292
543009,128.68,122
543010,349.27,199
543011,375.40000000000003,188
543012,7.2,2
543013,1340.77,310
543015,398.0,223
543016,165.0,100
543017,15.0,1
543018,15.0,4
543019,21.6,4
543020,203.58,85
543021,295.06,174
543022,654.96,396
543023,307.3,174
543024,345.02,188
543025,68.10000000000001,102
543027,153.76,145
543028,304.9,184
543029,349.89,111
543030,150.5,207
543031,75.68,76
543032,97.5,50
543033,208.48000000000002,69
543036,133.95,48
543037,334.4,197
543038,110.45000000000002,43
543040,1026.72,703
543041,6.85,3
543043,44.35,13
543044,308.55,150
543045,207.22,86
543046,121.45,29
543047,1866.3000000000002,586
543048,427.94000000000005,105
543053,150.0,76
543054,313.76,212
543055,617.25,171
543056,947.4,180
543057,989.52,3012
543094,331.24,283
543095,170.7,59
543096,173.74,75
543097,1295.83,285
543098,255.76,152
543099,6549.12,5880
543106,270.20000000000005,59
543107,558.32,331
543108,244.22,124
543111,428.11,202
543113,458.9,211
543114,788.06,270
543115,120.75,72
543116,1177.8400000000001,643
543117,213.89999999999998,21
543118,293.96,122
543120,231.4,90
543121,336.70000000000005,184
543122,307.0,224
543123,333.3,182
543124,610.16,369
543125,132.5,22
543126,118.0,30
543127,130.8,72
543128,64.0,28
543129,195.9,122
543130,78.0,40
543131,164.1,134
543132,172.3,122
543133,71.9,18
543134,15.0,1
543161,475.37,235
543162,340.56,222
543163,118.80000000000001,24
543164,168.45,157
543165,135.55,47
543166,655.55,229
543167,331.26,150
543168,693.48,1306
543169,376.32,224
543170,296.52,290
543171,893.25,138
543172,614.84,111
543173,456.05,217
543174,267.6,120
543177,323.5,70
543178,229.6,75
543179,45.57,37
543180,625.3299999999999,203
543181,68.0,8
543182,1747.83,434
543183,46.7,8
543184,303.58000000000004,134
543186,196.20000000000002,36
543187,334.05,141
543188,1236.73,617
543189,153.94,102
543190,393.49,406
543191,217.93,141
543192,1987.62,2910
543193,947.65,177
543196,390.71,467
543197,310.73,157
543198,314.99999999999994,84
543199,195.06,118
543200,629.56,98
543201,687.72,92
543202,550.8000000000001,72
543214,337.2,98
543232,755.05,185
543235,331.42,155
543237,2461.98,565
543240,15.8,4
543242,381.32,208
543243,353.09999999999997,118
543245,123.78,47
543246,103.25,80
543247,585.0,324
543248,791.52,432
543249,182.15,87
543250,335.53,283
543251,516.95,217
543252,361.70000000000005,126
543253,310.0,5
543255,303.33,115
543256,123.21,95
543263,12.7,3
543264,255.03,186
543272,136.65,61
543273,449.28,247
543274,145.5,99
543275,142.4,37
543276,974.62,430
543277,751.2,247
543278,203.82,406
543279,319.4,359
543280,131.9,82
543281,94.27,46
543282,108.07,34
543283,83.35,29
543284,137.65,71
543285,393.33000000000004,125
543286,972.72,444
543287,620.37,319
543288,182.85,99
543291,143.92000000000002,16
543292,295.45,166
543293,586.8,332
543294,127.35000000000001,15
543300,1660.44,836
543306,340.77,224
543309,245.64,105
543325,110.7,66
543332,205.1,110
543342,424.41,294
543345,1229.32,267
543348,290.0,2
543349,219.98999999999998,89
543350,155.05,29
543351,165.0,132
543352,29.65,7
543354,818.86,522
543355,208.76,115
543357,124.05000000000001,37
543358,1294.78,292
543359,122.3,40
543367,438.82,269
543369,219.36,92
543370,1838.9099999999999,465
543371,409.93,288
543372,67.95,21
543373,181.44,104
543374,319.35,163
543376,67.95,21
543377,220.98000000000002,192
543378,4379.76,1008
543379,6155.719999999999,1420
543380,143.1,90
543382,307.23,225
543383,7.95,1
543385,7.95,1
543387,1306.28,1126
543389,150.26000000000002,57
543391,306.55,131
543392,602.72,416
543393,163.7,86
543394,1495.2,528
543395,15.9,2
543396,313.66,242
543397,148.21,127
543398,199.8,128
543399,1211.45,261
543400,213.15,148
543411,266.85,199
543413,244.79999999999998,96
543428,449.98,224
543446,146.2,40
543447,802.65,440
543448,2347.39,551
543449,336.0,160
543450,463.65999999999997,94
543451,605.97,87
543452,303.00000000000006,80
543454,140.55,24
543455,326.4,384
543456,79.2,144
543457,603.4399999999999,340
543458,152.87,79
543459,201.86,216
543460,10.2,12
543461,498.96,68
543462,313.90000000000003,130
543463,694.27,518
543464,364.32,308
543466,459.36,228
543467,1644.26,363
543468,262.85,87
543470,1053.79,1066
543474,504.23,195
543476,303.24,205
543477,15.0,12
543478,849.04,392
543479,90.0,24
543480,52.35,11
543481,103.1,68
543482,133.35000000000002,32
543483,78.62,36
543484,455.02,301
543485,118.95000000000002,27
543486,510.07,185
543487,197.0,84
543492,168.9,160
543507,371.6,172
543518,5735.24,2962
543519,691.36,372
543520,29.700000000000003,6
543523,38.1,30
543527,314.1,116
543529,178.15,35
543530,1275.78,266
543532,937.55,126
543533,1001.27,155
543534,309.06,266
543535,630.7,370
543536,48.22,31
543537,84.3,11
543538,401.5,158
543539,148.4,61
543540,141.36,92
543541,762.11,287
543542,231.91,256
543543,205.48,113
543544,49.08,41
543546,1459.9,401
543547,119.15,45
543548,330.79,189
543549,1045.44,4752
543550,113.10000000000001,51
543553,209.25,295
543554,493.5,168
543555,1592.61,616
543565,470.36,130
543586,198.8,112
543587,238.85,177
543588,1127.52,780
543589,191.0,200
543590,216.57999999999998,144
543591,310.5,64
543592,263.8,106
543593,597.3,186
543594,852.9200000000001,496
543595,320.52,217
543596,168.35,59
543597,801.6,274
543598,464.82,212
543599,0.0,16
543600,194.35,95
543601,62.6,14
543602,116.85,34
543604,264.03,147
543610,302.7,199
543612,384.6,68
543618,160.15,53
543619,520.5699999999999,370
543622,10.5,25
543623,160.4,184
543625,321.56,454
543626,343.92,124
543629,697.9499999999999,109
543630,121.28,71
543631,511.0,344
543639,101.34,60
543641,197.94,98
543642,85.86,50
543645,107.65,46
543646,116.8,54
543647,106.8,66
543648,259.05,179
543649,610.2,84
543650,790.8,56
543651,335.3,272
543652,479.48,405
543653,354.11,188
543657,333.2,106
543658,425.05,339
543660,1239.43,307
543664,136.3,88
543668,133.0,24
543669,2256.0,2400
543670,468.0,144
543672,306.0,72
543673,554.4,80
543674,1252.2,316
543675,382.5,150
543688,330.8,50
543691,223.20000000000002,48
543693,128.8,64
543713,2053.0,490
543730,112.5,90
543731,612.25,422
543732,951.01,136
543733,231.51,262
543734,494.51,373
543735,514.56,228
543736,610.5500000000001,264
543737,2355.9500000000003,639
543738,76.32000000000001,72
543739,137.89999999999998,96
543740,350.82,278
543746,324.25,85
543747,124.26,38
543748,313.8,112
543751,11.2,2
543753,7.5,6
543754,530.15,139
543759,377.48,252
543762,6.550000000000001,3
543770,340.65,302
543774,1078.9,730
543777,252.29,130
543788,2.42,2
543796,4.95,1
545220,235.35,73
545221,521.1,260
545222,200.10000000000002,94
545223,34.0,4
545224,182.7,86
545225,161.8,136
545226,1943.4,852
545227,2474.62,1273
545228,79.2,16
545229,54.300000000000004,18
545230,55.36,12
545231,307.62,255
545232,897.8,555
545233,72.12,100
545234,256.85,109
545235,352.2,247
545237,133.25,121
545238,395.33,434
545276,110.75,65
545279,122.5,53
545287,117.0,60
545288,1390.06,1003
545289,470.88,242
545290,210.3,114
545294,313.58,298
545295,762.5,384
545299,4.95,1
545300,323.16,116
545301,794.06,333
545302,297.16,107
545303,204.5,175
545304,498.15000000000003,151
545305,317.15,46
545306,13.2,6
545308,133.11,40
545309,138.15,49
545310,17.67,21
545311,155.0,108
545312,186.33,205
545313,242.03,135
545314,559.12,171
545315,231.06,34
545316,116.78999999999999,18
545317,580.41,77
545318,556.32,504
545319,412.32,152
545320,2541.15,669
545321,310.78,146
545322,580.57,349
545323,144.35,26
545324,268.6,68
545325,329.34000000000003,322
545326,34.75,5
545327,417.2,216
545328,119.65,59
545331,2.5,2
545332,840.3,3
545333,1734.52,429
545334,272.05,257
545336,551.2,2
545337,234.35,123
545338,338.34,156
545339,463.0,228
545340,1375.24,786
545341,1642.5,150
545342,194.55,109
545343,162.3,62
545344,312.18,182
545345,382.1,41
545346,312.38,110
545347,76.32000000000001,72
545348,134.97,87
545349,172.6,146
545377,122.07,62
545398,1463.47,958
545399,828.84,459
545400,501.99,281
545408,848.05,335
545410,615.33,371
545411,388.3,174
545412,597.8100000000001,203
545413,255.0,750
545414,838.8000000000001,24
545415,453.79,309
545416,603.17,231
545417,576.0,222
545418,85.0,10
545419,374.64,220
545423,337.1,176
545424,3.8,4
545425,100.43,43
545426,276.66,82
545427,9.95,1
545428,430.5,148
545429,150.83,67
545430,306.7,82
545431,374.0,128
545433,207.50000000000003,50
545435,183.0,60
545441,108.32000000000001,62
545445,779.92,292
545447,1193.88,546
545448,15.299999999999999,6
545459,151.07,151
545460,281.43,137
545461,401.45,219
545462,535.38,348
545463,96.75,57
545464,1749.57,434
545465,114.84,64
545466,1396.0,200
545467,105.45,15
545468,436.68,378
545469,345.85,85
545470,137.1,97
545471,306.94,470
545474,1120.53,363
545475,16726.84,10272
545477,134.5,28
545503,183.65,78
545505,482.81,347
545512,124.68,42
545514,222.65,257
545515,534.76,317
545517,38.4,25
545518,309.38,358
545519,348.2,236
545521,76.1,133
545522,303.03,149
545523,210.05,72
545524,191.95,29
545526,225.9,74
545530,2114.71,1345
545533,475.44,343
545534,222.3,98
545535,73.92,96
545536,410.0,126
545543,727.6,164
545544,294.33,459
545545,187.11,87
545550,148.49,203
545555,137.62,57
545557,249.84,193
545558,485.78000000000003,302
545559,288.47,138
545568,1799.3799999999999,522
545570,166.04,53
545571,602.61,319
545573,124.10000000000001,94
545574,122.7,80
545575,515.38,146
545576,99.75,13
545577,161.5,47
545578,137.49,95
545579,387.31,289
545580,378.21000000000004,211
545581,733.78,232
545582,3547.34,1976
545583,317.25,125
545584,7.95,1
545585,312.4,288
545586,44.85,43
545587,282.74,222
545588,222.99,131
545589,333.2,178
545590,316.11,275
545591,356.9,235
545592,369.95,125
545593,102.4,16
545595,167.91,85
545596,265.0,136
545597,50.15,10
545601,152.00000000000003,52
545602,109.16,87
545603,38.1,14
545630,332.4,108
545634,308.18,264
545635,240.68,224
545636,416.69,237
545637,292.03,261
545638,235.91,85
545644,1920.48,3528
545645,17.549999999999997,3
545646,38.0,14
545647,159.4,109
545648,96.8,60
545649,119.31,51
545652,50.8,16
545653,935.54,579
545654,345.68,256
545655,99.59,69
545656,99.0,12
545657,877.31,593
545658,311.94,268
545659,45.0,36
545660,310.77,159
545661,829.85,739
545662,208.2,92
545663,162.07999999999998,203
545664,463.63,84
545665,164.4,136
545667,1397.75,354
545668,532.13,301
545669,186.9,66
545670,292.75,65
545675,15.0,12
545676,246.76000000000002,152
545680,346.1,190
545681,655.03,289
545682,253.79,111
545683,533.18,234
545684,279.8,76
545685,126.02000000000001,73
545686,137.9,56
545687,508.45,345
545688,635.17,212
545690,427.03000000000003,185
545691,263.04,140
545692,510.7,188
545693,796.86,746
545694,120.0,96
545695,841.37,352
545696,230.0,112
545697,147.23,110
545698,225.14,19
545699,220.77,196
545700,166.45,150
545701,1695.21,826
545702,136.76999999999998,47
545703,7.95,1
545704,215.55,23
545705,217.2,74
545706,219.3,91
545707,673.9,506
545708,142.28,76
545709,282.65999999999997,191
545710,90.6,72
545711,159.3,66
545712,180.60000000000002,45
545713,5307.65,1365
545714,504.46000000000004,76
545715,786.23,118
545716,912.6899999999999,132
545717,638.9399999999999,79
545718,315.6,76
545719,1656.15,599
545721,608.45,264
545722,475.20000000000005,96
545725,162.85,47
545738,75.6,72
545748,1588.68,1476
545752,431.28,888
545759,806.05,204
545764,294.17,130
545790,17.0,2
545797,326.91,176
545812,638.65,313
545815,328.8,160
545819,102.0,44
545820,40.2,14
545821,591.02,338
545822,17.9,2
545826,318.24,301
545827,24.45,9
545830,455.04,125
545832,17.9,2
545835,117.55,41
545838,106.37,52
545842,557.0,238
545845,16.05,12
545851,108.97999999999999,58
545853,162.7,96
545854,580.79,374
545855,246.29999999999998,138
545856,89.70000000000002,24
545858,24.0,6
545859,593.9200000000001,276
545865,2597.4,1548
545868,145.7,52
545869,196.45000000000002,143
545870,15.299999999999999,6
545871,134.9,109
545872,381.75,284
545873,110.2,22
545874,79.4,70
545875,0.0,34
545883,147.95000000000002,45
545888,416.22,322
545889,45.0,1
545890,92.80000000000001,24
545894,211.36,95
545895,2092.33,554
545896,61.589999999999996,118
545897,1762.22,577
545898,88.05,57
545899,74.7,25
545900,195.0,1
545901,1031.37,408
545902,250.0,2
545904,126.65,43
545905,197.0,196
545906,1120.93,623
545907,300.36,274
545908,461.25,251
545909,639.64,522
545910,237.36,444
545911,181.44,864
545912,325.1,50
545913,431.58000000000004,220
545914,3678.03,1605
545915,329.08,168
545916,278.13,77
545918,391.52,232
545928,357.18,134
545933,496.0,349
545937,1570.19,1109
545945,122.61,72
545978,678.76,454
545979,111.0,116
545980,277.17,154
545987,105.53999999999999,18
545988,301.4,169
545989,301.4,32
545991,896.7099999999999,565
545992,123.35,23
545993,421.09,199
545994,305.1,191
545995,767.84,418
545996,983.16,480
545998,987.7,458
545999,1195.95,699
546000,72.0,32
546001,329.36,52
546002,2.55,1
546003,370.77,155
546004,2.55,1
546005,794.41,379
546006,108.5,49
546007,1273.26,302
546008,1572.65,422
546009,328.37,157
546011,367.20000000000005,936
546013,238.01,165
546014,8.5,1
546015,534.4200000000001,434
546017,339.36,222
546019,39.49,50
546027,444.8,277
546028,924.5400000000001,314
546029,17.700000000000003,6
546030,118.5,90
546031,201.5,90
546032,85.15,45
546033,15.9,2
546034,309.64,291
546035,229.8,76
546036,240.10000000000002,78
546037,247.4,52
546038,588.6700000000001,165
546062,148.63,215
546067,2099.7,780
546079,188.25,87
546082,221.4,612
546083,38.98,50
546084,617.1,384
546087,84.36,156
546088,298.0,21
546089,208.41,383
546090,660.34,306
546091,1576.3600000000001,944
546092,380.5,126
546096,1711.06,1566
546100,342.58,202
546101,188.64,48
546102,17.700000000000003,6
546103,304.5,124
546104,98.7,15
546105,268.51,238
546107,233.17,136
546108,382.86,335
546109,33.9,2
546110,261.6,32
546111,122.53999999999999,54
546112,330.0,200
546113,146.18,157
546115,371.84000000000003,188
546116,764.58,412
546117,704.33,353
546118,846.45,212
546119,308.98,201
546120,79.92,104
546121,155.45,107
546122,91.54,35
546123,264.27,107
546127,411.18,158
546132,358.5,54
546133,984.88,516
546134,439.28,314
546135,210.9,90
546136,1659.07,402
546139,0.0,3000
546153,337.5,50
546154,500.0,400
546155,394.63,307
546156,232.6,78
546157,74.56,50
546158,298.5,122
546159,223.95000000000002,141
546160,3277.24,1844
546161,122.39999999999999,144
546163,146.23000000000002,57
546164,547.35,165
546165,312.8,120
546166,270.4,208
546169,660.0,400
546171,130.56,90
546172,585.32,264
546182,366.53,249
546189,300.53999999999996,191
546190,199.2,80
546212,3500.5,2826
546213,1614.6,108
546215,124.94999999999999,87
546216,853.48,664
546218,144.9,58
546220,541.1,584
546223,462.28000000000003,288
546230,397.55,145
546235,115.57000000000001,46
546236,938.39,1005
546237,333.08,164
546239,185.15,167
546242,360.78000000000003,306
546243,310.47,175
546246,789.9,322
546247,101.34,106
546248,214.5,112
546249,99.95,47
546250,282.93,183
546251,576.1,872
546252,1104.13,701
546253,130.26,66
546254,268.58,62
546255,245.51999999999998,180
546261,139.79,71
546263,461.6,218
546275,209.94,246
546279,4.25,1
546293,67.8,12
546301,93.18,66
546303,8.62,1
546304,117.11,63
546305,232.43,156
546306,1587.23,345
546310,330.6,52
546311,7.9,2
546312,16.95,1
546314,166.5,116
546315,365.18,160
546316,182.7,54
546317,314.96,484
546318,254.99999999999997,100
546319,345.59999999999997,480
546321,310.0,192
546322,191.39999999999998,12
546324,307.44,162
546326,583.3,508
546328,1687.17,1
546329,1687.17,1
546330,141.45,79
546331,57.45,21
546364,190.52,126
546365,987.42,618
546366,106.11,75
546367,1726.6000000000001,504
546368,280.67,144
546369,67.5,10
546372,349.2,88
546373,712.8499999999999,325
546374,10.0,1
546376,311.07,115
546377,121.17000000000002,63
546378,578.02,380
546380,13.0,6
546381,19.740000000000002,9
546382,227.77999999999997,102
546383,312.93,332
546384,826.0699999999999,627
546385,1588.16,744
546386,157.65,91
546387,572.8,268
546388,2676.13,623
546389,751.9,186
546390,14.399999999999999,120
546391,103.65,69
546392,202.82,94
546393,1.95,1
546394,627.13,427
546396,108.21000000000001,80
546397,153.75,51
546398,516.42,254
546399,231.3,94
546401,21.9,12
546402,156.6,84
546403,572.8,268
546404,127.2,120
546405,198.6,28
546406,1429.9099999999999,508
546408,0.0,170
546411,1919.04,736
546412,70.28999999999999,13
546413,3.0999999999999996,2
548550,244.79,109
548551,364.8,160
548552,239.75,71
548553,138.75,88
548554,888.1999999999999,1420
548555,316.90000000000003,108
548556,237.89999999999998,122
548557,180.09,73
548558,257.23,209
548559,206.7,34
548560,297.12,200
548561,557.53,255
548562,110.0,30
548563,125.63,47
548565,413.88,228
548566,127.30000000000001,110
548567,270.1,87
548568,283.21,30
548604,53.72,16
548606,252.0,240
548608,151.5,62
548610,292.85,101
548611,386.22,210
548612,645.91,392
548613,35.28,84
548614,183.46,107
548616,307.59999999999997,328
548617,337.51,333
548618,216.75,124
548619,9.959999999999999,12
548621,201.53,95
548622,249.60000000000002,153
548623,85.0,100
548624,14.43,5
548627,1445.6000000000001,3080
548629,355.20000000000005,192
548630,355.20000000000005,192
548631,117.4,77
548632,417.95,109
548633,915.84,864
548634,87.10000000000001,34
548635,538.72,1432
548636,266.85,215
548640,47.7,6
548641,577.2,312
548642,145.24,120
548643,72.0,100
548644,396.0,288
548645,313.38,114
548648,1534.3,909
548649,210.0,100
548650,490.4,368
548651,444.75,65
548652,135.0,108
548653,10.4,4
548654,348.68,115
548655,312.58,130
548656,16.7,6
548657,8.8,2
548658,102.0,40
548659,362.24,425
548660,505.2,96
548661,350.0,1
548663,863.54,118
548664,1407.19,713
548665,193.08,100
548666,1317.8,693
548668,37.4,4
548669,136.8,72
548670,212.13,122
548673,291.44,128
548674,18.7,6
548686,785.5,553
548687,828.4,736
548692,9.9,2
548696,142.5,48
548697,713.8,184
548698,259.6,86
548699,24.65,12
548700,146.99,19
548701,266.36,219
548702,244.5,151
548703,178.65,103
548704,937.7099999999999,1897
548705,189.12,444
548706,231.3,106
548707,127.84,30
548708,704.6,515
548709,280.56,364
548710,282.6,188
548711,201.01,113
548712,687.13,367
548714,467.3,264
548715,583.79,407
548716,273.14,162
548718,2183.82,1162
548720,1.25,1
548725,134.0,1
548726,367.74,146
548728,903.01,835
548730,475.5,234
548732,535.34,422
548733,583.87,169
548734,183.4,35
548735,435.56,181
548736,432.48,408
548737,585.55,297
548739,412.49,106
548740,599.84,216
548741,167.47,79
548742,375.16,266
548743,500.35,181
548744,313.28999999999996,159
548745,624.29,350
548746,50.0,40
548747,300.85,115
548749,451.78,448
548757,357.5,144
548768,223.19,93
548780,483.65,317
548792,215.01,126
548796,403.78000000000003,340
548801,375.45,333
548806,357.7,168
548807,2298.0,1648
548808,375.0,123
548813,4037.77,4
548820,2053.07,1
548856,25.09,12
548858,264.3,77
548859,221.25,112
548860,406.82,255
548861,304.25,183
548862,12.75,1
548863,1713.74,1050
548864,123.59,45
548865,328.2,84
548867,223.46,188
548868,556.77,187
548869,130.2,20
548870,129.18,58
548871,91.47999999999999,78
548872,108.0,88
548873,214.2,92
548874,786.16,386
548892,124.15,27
548893,1908.58,398
548894,2295.0299999999997,723
548895,5.15,3
548896,297.28000000000003,150
548898,160.57,63
548899,825.96,428
548900,174.45999999999998,141
548901,26.46,18
548907,505.0,22
548909,705.8399999999999,432
548910,259.20000000000005,1296
548911,155.19000000000003,55
548912,463.95,95
548913,1136.3,1
548916,422.34000000000003,377
548917,215.9,70
548918,336.96,330
548919,649.32,355
548920,493.45,441
548940,81.6,96
548942,105.0,84
548945,14.15,5
548952,430.13,207
548955,367.0,269
548968,2118.74,1384
548969,1129.1999999999998,636
548970,1155.0,700
548971,184.84,90
548973,355.12,198
548974,335.07,145
548975,354.29,729
548977,13.85,13
548978,784.45,393
548979,382.82,222
548981,594.0,120
548983,114.64,45
548984,561.29,357
548985,105.0,84
548987,853.97,462
548988,346.5,86
548990,316.02,202
548991,112.49,29
548992,838.0799999999999,250
548993,3599.38,1626
548994,111.92,32
548996,104.3,16
549007,304.13,489
549012,306.89,403
549014,226.06,220
549015,297.94,240
549016,35.400000000000006,12
549017,422.23,251
549018,374.57,155
549020,282.88,208
549021,173.24,93
549022,83.4,12
549023,1138.84,311
549026,260.55,41
549027,5424.0,1600
549040,2.34,6
549044,345.35,165
549046,303.4,72
549047,112.41,53
549048,113.1,42
549052,365.79,185
549053,305.78,224
549054,312.19,109
549055,203.4,180
549056,123.1,42
549059,198.91000000000003,99
549099,229.27,116
549100,3275.33,759
549101,146.92000000000002,92
549102,303.95,433
549104,703.5400000000001,517
549105,117.6,144
549106,39.95,1
549107,7.0200000000000005,18
549115,1722.02,1120
549116,554.38,444
549117,136.92,192
549118,955.99,655
549119,319.42,138
549120,178.4,72
549121,465.32,302
549122,23.45,5
549123,301.48,308
549124,480.9,150
549125,206.21,143
549126,305.63,219
549127,790.7,274
549128,305.26,167
549129,273.21,329
549130,275.1,129
549131,75.9,42
549148,187.7,141
549153,871.6,594
549154,311.6,88
549155,1341.26,382
549169,72.9,26
549181,12.59,7
549182,150.24,140
549183,144.95000000000002,53
549185,639.82,512
549186,270.0,72
549187,175.2,16
549188,308.12,166
549189,229.3,98
549190,229.39999999999998,84
549192,348.85,239
549193,415.7,238
549196,356.23,271
549206,104.4,32
549222,636.25,483
549225,326.4,96
549233,482.78999999999996,445
549234,301.82,111
549235,553.13,324
549236,39.4,20
549237,179.30999999999997,81
549238,388.77,205
549239,245.45999999999998,174
549240,118.89,82
549241,336.38,169
549242,227.18,119
549243,144.10000000000002,102
549245,144.86,94
549246,1072.2,820
549247,277.6,224
549248,54.519999999999996,140
549249,255.36,248
549250,303.04,318
549251,191.06,194
549255,305.95000000000005,245
549256,91.8,36
549257,191.49,87
549258,329.09999999999997,216
549259,228.84,352
549260,107.07000000000001,39
549261,580.58,284
549262,269.83,132
549263,244.5,108
549272,358.25000000000006,131
549273,312.0,112
549274,366.2,239
549275,160.12,64
549276,267.1,152
549277,97.7,44
549278,168.46,195
549279,179.18,70
549280,429.9,82
549281,571.3,330
549282,192.5,38
549283,321.65,135
549284,365.4,36
549285,102.12,97
549286,78.25999999999999,46
549287,40.41,15
549289,188.13,152
549291,254.96,139
549292,91.09,17
549293,119.35,48
549294,203.2,109
549295,1633.1299999999999,418
549296,394.44,152
549297,213.8,66
549298,314.6,192
549299,310.45,183
549300,768.83,391
549301,487.51,269
549302,449.64,216
549303,239.0,96
549304,301.53000000000003,139
549305,152.3,46
549306,148.74,98
549307,266.4,88
549308,136.36,76
549309,215.34,234
549310,190.82000000000002,62
549311,310.05,64
549312,112.8,24
549313,421.6,224
549314,1.95,1
549316,1321.25,757
549317,484.95,131
549318,247.95,105
549319,129.45,39
549320,118.75,61
549321,373.27,237
549322,230.98000000000002,116
549323,320.28000000000003,310
549324,196.8,107
549325,609.74,262
549353,117.6,30
549360,174.02,86
549368,110.8,83
549372,210.64999999999998,70
549387,483.0,355
549412,718.6,1284
549417,79.80000000000001,12
549424,651.6,338
549425,337.67,248
549428,453.0,192
549429,313.5,158
549431,1163.75,895
549432,115.7,18
549433,149.89999999999998,26
549434,350.76,88
549435,481.46000000000004,370
549436,113.89,123
549439,603.27,233
549440,173.25,61
549441,9.9,2
549442,330.94,102
549443,104.9,68
549444,375.0,100
549445,270.0,40
549446,314.07,319
549447,138.24,192
549448,306.18,182
549449,304.33000000000004,111
549451,318.07,167
549467,194.75,125
549468,1867.86,1
549471,73.5,72
549520,817.44,720
549522,528.93,341
549523,32.65,7
549524,1439.48,395
549525,1053.98,280
549526,431.78,311
549534,0.84,2
549536,7.15,3
549537,71.53,35
549538,32.32,23
549539,292.79999999999995,48
549541,138.24,192
549542,862.8199999999999,460
549543,197.5,102
549546,705.56,310
549547,423.4,145
549548,281.01,164
549550,157.6,29
549551,491.79,229
549552,110.97,24
549553,147.06,90
549554,480.34000000000003,220
549555,180.4,129
549556,212.12,122
549557,108.42,71
549558,170.95,77
549559,476.49,190
549560,91.74,52
549561,239.49,161
549562,117.43,196
549563,113.61999999999999,80
549564,112.55000000000001,48
549566,110.55,49
549567,261.58,98
549568,1476.22,1174
549569,280.66,287
549570,156.22,59
549571,560.67,324
549572,191.86,82
549573,260.92,117
549574,329.05,226
549575,173.95,77
549576,476.37,229
549577,2050.08,1998
549578,834.6800000000001,450
549579,225.61,127
549581,151.65,71
549583,514.9300000000001,402
549584,185.65,77
549585,158.4,32
549586,2040.58,462
549587,475.88,286
549588,373.72,237
549589,284.44000000000005,180
549590,423.0,400
549591,841.4999999999999,330
549592,310.26,146
549593,162.5,130
549594,470.4,192
549595,903.87,697
549596,309.52,168
549597,403.34000000000003,146
549614,293.24,218
549619,666.32,496
549628,274.08,664
549633,375.96000000000004,184
549646,390.54,288
549664,148.0,24
549665,134.8,52
549667,744.41,477
549668,33.9,2
549669,2.55,3
549670,141.20000000000002,88
549678,435.0,128
549679,60.0,48
549680,337.08,246
549681,309.88,322
549682,269.95,156
549683,112.8,54
549684,30.0,1
549687,299.1,282
549689,22.650000000000002,7
549690,380.34,217
549691,183.5,134
549693,284.35,135
549694,36.2,12
549696,153.0,12
549705,145.26,114
549711,485.31,201
549712,14.95,1
549713,282.4,141
549714,49.7,41
549715,165.71,145
549716,331.58000000000004,106
549717,15.0,1
549718,252.53,111
549719,183.85,103
549720,142.84,56
549721,254.12,113
549722,118.45,69
549728,112.86,89
549729,263.41,126
549730,217.14,159
549732,758.92,436
549733,312.01,218
549734,532.0,400
549735,659.3000000000001,202
549736,173.01,102
549737,158.8,80
549738,1539.64,732
549739,308.82,1
549740,520.8,356
549741,383.65,115
549742,720.22,502
549743,392.41,428
549744,316.2,204
549745,356.75,131
549746,2846.02,1918
549747,614.0,400
549748,497.82,146
549749,387.7,236
549750,113.25,19
549751,737.42,403
549752,50.0,40
549754,314.52,380
549755,394.56,344
549756,94.2,148
549771,427.54,287
549787,180.43,163
549789,611.91,569
549790,199.38,180
549813,136.04,37
549825,350.57,189
549826,440.5,114
549828,25.080000000000002,12
549829,341.0,198
549830,117.83,57
549831,874.5500000000001,582
549832,246.04,179
549833,1015.14,666
549834,302.4,96
549835,1444.66,990
549836,180.85,75
549837,1311.9,429
549838,96.0,48
549839,101.8,36
549841,3.3,2
549842,162.70000000000002,58
549843,300.12,284
549844,420.46999999999997,260
549845,504.27,390
549847,362.26,505
549850,44.550000000000004,9
549851,330.62,209
549852,147.3,40
549874,294.66,191
549880,311.16,180
549881,303.34,230
549885,461.25,119
549896,6.7,2
549901,268.31,233
549902,357.65,211
549903,355.77,194
549904,49.01,125
549906,183.64,105
549907,313.8,44
549909,293.96,129
549910,112.75,27
551515,320.88,104
551516,800.01,462
551517,204.24,136
551518,443.85,146
551519,383.45,139
551520,153.86,94
551523,53.1,18
551524,477.09,431
551525,439.85,274
551527,388.21000000000004,149
551528,116.09,47
551529,1094.33,647
551530,2.1,1
551531,654.17,375
551532,313.26,128
551533,164.86,77
551534,810.56,522
551535,153.75,69
551536,4.2,2
551537,34.39,10
551538,0.85,1
551539,528.88,368
551542,306.5,156
551543,134.8,22
551544,692.84,354
551545,24.900000000000002,6
551546,316.12,172
551547,3579.67,690
551548,446.62,218
551549,248.25,151
551550,40.35,9
551552,36.0,2
551555,108.87,125
551556,150.32,113
551558,327.71,152
551559,612.16,422
551560,820.74,402
551561,306.82,128
551562,159.35999999999999,192
551563,1102.8600000000001,374
551564,534.65,226
551566,609.5,133
551576,21.599999999999998,60
551584,450.52,205
