InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
C543050,22242,5 HOOK HANGER MAGIC TOADSTOOL,-24,2011-03-02 10:14:00,1.65,12625.0,Germany
C543050,22962,JAM JAR WITH PINK LID,-2,2011-03-02 10:14:00,0.85,12625.0,Germany
C543050,22637,PIGGY BANK RETROSPOT,-2,2011-03-02 10:14:00,2.55,12625.0,Germany
C543050,22963,JAM JAR WITH GREEN LID,-6,2011-03-02 10:14:00,0.85,12625.0,Germany
C543052,22797,CHEST OF DRAWERS GINGHAM HEART,-1,2011-03-02 10:20:00,16.95,14180.0,United Kingdom
C543109,22291,HANGING CHICK CREAM DECORATION,-24,2011-03-02 12:39:00,1.45,12775.0,Netherlands
C543112,22960,JAM MAKING SET WITH JARS,-3,2011-03-02 12:59:00,4.25,14133.0,United Kingdom
C543119,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1,2011-03-02 13:31:00,1.25,14606.0,United Kingdom
C543175,POST,POSTAGE,-1,2011-04-02 09:46:00,18.0,12712.0,Germany
C543175,22763,KEY CABINET MA CAMPAGNE,-2,2011-04-02 09:46:00,9.95,12712.0,Germany
C543175,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-2,2011-04-02 09:46:00,8.5,12712.0,Germany
C543175,22168,ORGANISER WOOD ANTIQUE WHITE,-2,2011-04-02 09:46:00,8.5,12712.0,Germany
C543185,22333,RETROSPOT PARTY BAG + STICKER SET,-14,2011-04-02 11:22:00,1.65,,United Kingdom
C543185,22332,SKULLS PARTY BAG + STICKER SET,-14,2011-04-02 11:22:00,1.65,,United Kingdom
C543195,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-04-02 12:29:00,8.5,13113.0,United Kingdom
C543195,22423,REGENCY CAKESTAND 3 TIER,-1,2011-04-02 12:29:00,10.95,13113.0,United Kingdom
C543239,84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,-3,2011-04-02 13:47:00,1.69,14462.0,United Kingdom
C543239,84800S,SMALL WHITE/PINK ROSE ART FLOWER,-2,2011-04-02 13:47:00,1.25,14462.0,United Kingdom
C543239,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,-12,2011-04-02 13:47:00,1.25,14462.0,United Kingdom
C543241,84766,SILVER ROCOCO CANDLE STICK,-1,2011-04-02 14:02:00,1.95,17315.0,United Kingdom
C543244,21463,MIRRORED DISCO BALL,-1,2011-04-02 14:06:00,5.95,16725.0,United Kingdom
543257,84611B,thrown away,-1430,2011-04-02 16:06:00,0.0,,United Kingdom
543259,84612B,thrown away,-162,2011-04-02 16:07:00,0.0,,United Kingdom
543260,84613A,thrown away,-230,2011-04-02 16:07:00,0.0,,United Kingdom
543262,84614A,thrown away,-390,2011-04-02 16:08:00,0.0,,United Kingdom
C543290,22617,BAKING SET SPACEBOY DESIGN,-2,2011-07-02 10:44:00,4.95,16686.0,United Kingdom
C543290,21579,LOLITA  DESIGN  COTTON TOTE BAG,-2,2011-07-02 10:44:00,2.25,16686.0,United Kingdom
C543307,22838,3 TIER CAKE TIN RED AND CREAM,-1,2011-07-02 11:58:00,14.95,18118.0,United Kingdom
C543347,85049G,CHOCOLATE BOX RIBBONS,-2,2011-07-02 12:44:00,1.25,12472.0,Germany
C543347,85049E,SCANDINAVIAN REDS RIBBONS,-3,2011-07-02 12:44:00,1.25,12472.0,Germany
C543347,22629,SPACEBOY LUNCH BOX,-1,2011-07-02 12:44:00,1.95,12472.0,Germany
C543347,22467,GUMBALL COAT RACK,-6,2011-07-02 12:44:00,2.55,12472.0,Germany
C543347,22423,REGENCY CAKESTAND 3 TIER,-2,2011-07-02 12:44:00,12.75,12472.0,Germany
C543347,22328,ROUND SNACK BOXES SET OF 4 FRUITS,-2,2011-07-02 12:44:00,2.95,12472.0,Germany
C543347,22326,ROUND SNACK BOXES SET OF4 WOODLAND,-3,2011-07-02 12:44:00,2.95,12472.0,Germany
C543347,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",-3,2011-07-02 12:44:00,0.85,12472.0,Germany
C543347,22242,5 HOOK HANGER MAGIC TOADSTOOL,-5,2011-07-02 12:44:00,1.65,12472.0,Germany
C543347,22077,6 RIBBONS RUSTIC CHARM,-5,2011-07-02 12:44:00,1.65,12472.0,Germany
C543347,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,-2,2011-07-02 12:44:00,1.25,12472.0,Germany
C543347,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-2,2011-07-02 12:44:00,1.25,12472.0,Germany
C543347,21668,RED STRIPE CERAMIC DRAWER KNOB,-1,2011-07-02 12:44:00,1.25,12472.0,Germany
C543347,21244,BLUE POLKADOT PLATE,-2,2011-07-02 12:44:00,1.69,12472.0,Germany
C543347,20676,RED RETROSPOT BOWL,-2,2011-07-02 12:44:00,1.25,12472.0,Germany
C543353,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-1,2011-07-02 13:41:00,1.25,16033.0,United Kingdom
C543353,22637,PIGGY BANK RETROSPOT,-1,2011-07-02 13:41:00,2.55,16033.0,United Kingdom
C543353,22727,ALARM CLOCK BAKELIKE RED,-2,2011-07-02 13:41:00,3.75,16033.0,United Kingdom
C543353,22384,LUNCH BAG PINK POLKADOT,-1,2011-07-02 13:41:00,1.65,16033.0,United Kingdom
C543356,22791,T-LIGHT GLASS FLUTED ANTIQUE,-2,2011-07-02 13:52:00,1.25,14443.0,United Kingdom
C543356,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-07-02 13:52:00,1.25,14443.0,United Kingdom
C543368,22942,CHRISTMAS LIGHTS 10 SANTAS,-3,2011-07-02 14:46:00,8.5,18245.0,United Kingdom
C543368,22941,CHRISTMAS LIGHTS 10 REINDEER,-4,2011-07-02 14:46:00,8.5,18245.0,United Kingdom
C543375,22325,MOBILE VINTAGE HEARTS,-3,2011-07-02 15:09:00,4.95,16321.0,Australia
C543375,22087,PAPER BUNTING WHITE LACE,-18,2011-07-02 15:09:00,2.95,16321.0,Australia
C543381,84754,S/15 SILVER GLASS BAUBLES IN BAG,-144,2011-07-02 15:52:00,1.06,15513.0,United Kingdom
C543384,48173C,DOORMAT BLACK FLOCK,-1,2011-07-02 16:24:00,7.95,,United Kingdom
C543388,POST,POSTAGE,-3,2011-08-02 09:44:00,15.0,14646.0,Netherlands
C543431,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-1,2011-08-02 11:37:00,2.55,12474.0,Germany
C543431,22090,PAPER BUNTING RETROSPOT,-1,2011-08-02 11:37:00,2.95,12474.0,Germany
C543431,22551,PLASTERS IN TIN SPACEBOY,-1,2011-08-02 11:37:00,1.65,12474.0,Germany
C543431,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,2011-08-02 11:37:00,2.1,12474.0,Germany
C543442,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,-3,2011-08-02 11:40:00,2.95,14911.0,EIRE
C543442,22797,CHEST OF DRAWERS GINGHAM HEART,-1,2011-08-02 11:40:00,16.95,14911.0,EIRE
C543445,90098,NECKLACE+BRACELET PINK BUTTERFLY,-6,2011-08-02 11:45:00,2.55,12662.0,Germany
C543445,22231,JIGSAW TREE WITH BIRDHOUSE,-12,2011-08-02 11:45:00,1.45,12662.0,Germany
C543465,22778,GLASS CLOCHE SMALL,-2,2011-08-02 14:32:00,3.95,13873.0,United Kingdom
C543469,21258,VICTORIAN SEWING BOX LARGE,-1,2011-08-02 14:55:00,10.95,12709.0,Germany
C543469,22503,CABIN BAG VINTAGE PAISLEY,-1,2011-08-02 14:55:00,12.75,12709.0,Germany
C543469,21452,TOADSTOOL MONEY BOX,-2,2011-08-02 14:55:00,2.55,12709.0,Germany
C543469,21658,GLASS  BEURRE DISH,-2,2011-08-02 14:55:00,3.39,12709.0,Germany
C543469,22504,CABIN BAG VINTAGE RETROSPOT,-1,2011-08-02 14:55:00,12.75,12709.0,Germany
C543469,22627,MINT KITCHEN SCALES,-1,2011-08-02 14:55:00,7.65,12709.0,Germany
C543469,22423,REGENCY CAKESTAND 3 TIER,-2,2011-08-02 14:55:00,10.95,12709.0,Germany
C543469,85232B,SET OF 3 BABUSHKA STACKING TINS,-1,2011-08-02 14:55:00,4.25,12709.0,Germany
C543469,21896,POTTING SHED TWINE,-1,2011-08-02 14:55:00,1.85,12709.0,Germany
C543475,84881,BLUE WIRE SPIRAL CANDLE HOLDER,-1,2011-08-02 15:15:00,6.35,14415.0,United Kingdom
C543475,22637,PIGGY BANK RETROSPOT,-1,2011-08-02 15:15:00,2.55,14415.0,United Kingdom
C543475,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-1,2011-08-02 15:15:00,4.65,14415.0,United Kingdom
C543475,22244,3 HOOK HANGER MAGIC GARDEN,-1,2011-08-02 15:15:00,1.95,14415.0,United Kingdom
C543475,22465,HANGING METAL STAR LANTERN,-1,2011-08-02 15:15:00,1.65,14415.0,United Kingdom
C543551,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-76,2011-10-02 10:00:00,7.65,16716.0,United Kingdom
C543603,22727,ALARM CLOCK BAKELIKE RED,-1,2011-10-02 13:40:00,3.75,15570.0,United Kingdom
C543603,21877,HOME SWEET HOME MUG,-2,2011-10-02 13:40:00,1.25,15570.0,United Kingdom
C543603,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2011-10-02 13:40:00,9.95,15570.0,United Kingdom
C543603,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,2011-10-02 13:40:00,8.5,15570.0,United Kingdom
C543603,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,2011-10-02 13:40:00,5.45,15570.0,United Kingdom
C543603,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-10-02 13:40:00,6.95,15570.0,United Kingdom
C543603,22776,SWEETHEART CAKESTAND 3 TIER,-1,2011-10-02 13:40:00,9.95,15570.0,United Kingdom
C543605,82486,WOOD S/3 CABINET ANT WHITE FINISH,-4,2011-10-02 14:11:00,8.95,13110.0,United Kingdom
C543606,22963,JAM JAR WITH GREEN LID,-1,2011-10-02 14:13:00,0.85,14665.0,United Kingdom
C543606,22847,BREAD BIN DINER STYLE IVORY,-1,2011-10-02 14:13:00,16.95,14665.0,United Kingdom
C543607,22423,REGENCY CAKESTAND 3 TIER,-1,2011-10-02 14:13:00,12.75,15602.0,United Kingdom
C543608,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-10-02 14:15:00,6.95,17230.0,United Kingdom
C543609,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-10-02 14:17:00,2.55,16705.0,United Kingdom
C543609,22456,NATURAL SLATE CHALKBOARD LARGE,-1,2011-10-02 14:17:00,4.95,16705.0,United Kingdom
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-10-02 14:38:00,4.95,17850.0,United Kingdom
C543611,22632,HAND WARMER RED RETROSPOT,-6,2011-10-02 14:38:00,1.85,17850.0,United Kingdom
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-10-02 14:38:00,4.95,17850.0,United Kingdom
C543611,21871,SAVE THE PLANET MUG,-1,2011-10-02 14:38:00,1.06,17850.0,United Kingdom
C543611,82494L,WOODEN FRAME ANTIQUE WHITE,-2,2011-10-02 14:38:00,2.55,17850.0,United Kingdom
C543611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-10-02 14:38:00,4.25,17850.0,United Kingdom
C543611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-10-02 14:38:00,4.95,17850.0,United Kingdom
C543611,82494L,WOODEN FRAME ANTIQUE WHITE,-12,2011-10-02 14:38:00,2.55,17850.0,United Kingdom
C543611,21071,VINTAGE BILLBOARD DRINK ME MUG,-6,2011-10-02 14:38:00,1.06,17850.0,United Kingdom
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,2011-10-02 14:38:00,4.95,17850.0,United Kingdom
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-10-02 14:38:00,4.95,17850.0,United Kingdom
C543611,21874,GIN AND TONIC MUG,-1,2011-10-02 14:38:00,1.06,17850.0,United Kingdom
C543611,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-10-02 14:38:00,2.75,17850.0,United Kingdom
C543611,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2011-10-02 14:38:00,4.95,17850.0,United Kingdom
C543611,21169,YOU'RE CONFUSING ME METAL SIGN,-2,2011-10-02 14:38:00,1.45,17850.0,United Kingdom
C543620,21217,RED RETROSPOT ROUND CAKE TINS,-1,2011-10-02 14:52:00,9.95,14081.0,United Kingdom
C543621,22767,TRIPLE PHOTO FRAME CORNICE,-1,2011-10-02 14:59:00,9.95,14475.0,United Kingdom
C543621,22788,BROCANTE COAT RACK,-1,2011-10-02 14:59:00,9.95,14475.0,United Kingdom
C543621,20725,LUNCH BAG RED RETROSPOT,-1,2011-10-02 14:59:00,1.65,14475.0,United Kingdom
C543624,M,Manual,-200,2011-10-02 15:33:00,0.41,12931.0,United Kingdom
C543627,21754,HOME BUILDING BLOCK WORD,-1,2011-10-02 15:50:00,5.95,15601.0,United Kingdom
C543628,22960,JAM MAKING SET WITH JARS,-1,2011-10-02 15:51:00,4.25,16558.0,United Kingdom
C543628,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,2011-10-02 15:51:00,1.25,16558.0,United Kingdom
C543632,22655,VINTAGE RED KITCHEN CABINET,-1,2011-10-02 16:22:00,295.0,14842.0,United Kingdom
C543633,85059,FRENCH ENAMEL WATER BASIN,-5,2011-10-02 16:24:00,3.75,17188.0,United Kingdom
C543633,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,-6,2011-10-02 16:24:00,2.95,17188.0,United Kingdom
C543633,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-10-02 16:24:00,2.95,17188.0,United Kingdom
C543633,22776,SWEETHEART CAKESTAND 3 TIER,-5,2011-10-02 16:24:00,9.95,17188.0,United Kingdom
C543634,20803,SMALL PINK GLASS SUNDAE DISH,-32,2011-10-02 16:31:00,0.42,13599.0,United Kingdom
C543634,20801,LARGE PINK GLASS SUNDAE DISH,-16,2011-10-02 16:31:00,0.75,13599.0,United Kingdom
C543635,84949,SILVER HANGING T-LIGHT HOLDER,-6,2011-10-02 16:33:00,1.65,13894.0,United Kingdom
C543636,22727,ALARM CLOCK BAKELIKE RED,-1,2011-10-02 16:34:00,3.75,13767.0,United Kingdom
C543637,22333,RETROSPOT PARTY BAG + STICKER SET,-8,2011-10-02 16:35:00,1.65,15738.0,United Kingdom
C543638,22551,PLASTERS IN TIN SPACEBOY,-1,2011-10-02 16:40:00,1.65,16403.0,United Kingdom
C543638,22629,SPACEBOY LUNCH BOX,-1,2011-10-02 16:40:00,1.95,16403.0,United Kingdom
C543638,22383,LUNCH BAG SUKI  DESIGN,-2,2011-10-02 16:40:00,1.65,16403.0,United Kingdom
C543638,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-4,2011-10-02 16:40:00,1.45,16403.0,United Kingdom
C543638,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,2011-10-02 16:40:00,1.25,16403.0,United Kingdom
C543640,22504,CABIN BAG VINTAGE RETROSPOT,-1,2011-10-02 17:06:00,29.95,12967.0,United Kingdom
C543643,22968,ROSE COTTAGE KEEPSAKE BOX,-1,2011-10-02 17:44:00,9.95,16161.0,United Kingdom
C543643,21642,ASSORTED TUTTI FRUTTI PEN,-5,2011-10-02 17:44:00,0.85,16161.0,United Kingdom
C543643,22470,HEART OF WICKER LARGE,-2,2011-10-02 17:44:00,2.95,16161.0,United Kingdom
C543643,21564,PINK  HEART SHAPE LOVE BUCKET,-1,2011-10-02 17:44:00,2.95,16161.0,United Kingdom
C543643,22866,HAND WARMER SCOTTY DOG DESIGN,-1,2011-10-02 17:44:00,2.1,16161.0,United Kingdom
C543643,22382,LUNCH BAG SPACEBOY DESIGN,-1,2011-10-02 17:44:00,1.65,16161.0,United Kingdom
C543643,20713,JUMBO BAG OWLS,-1,2011-10-02 17:44:00,1.95,16161.0,United Kingdom
C543644,84406B,CREAM CUPID HEARTS COAT HANGER,-2,2011-10-02 17:50:00,4.15,17609.0,United Kingdom
C543659,21198,WHITE HEART CONFETTI IN TUBE,-48,2011-11-02 10:40:00,0.42,16730.0,United Kingdom
C543659,21199,PINK  HEART CONFETTI IN TUBE,-48,2011-11-02 10:40:00,0.42,16730.0,United Kingdom
C543661,22752,SET 7 BABUSHKA NESTING BOXES,-1,2011-11-02 10:41:00,8.5,12471.0,Germany
C543661,22720,SET OF 3 CAKE TINS PANTRY DESIGN,-3,2011-11-02 10:41:00,4.95,12471.0,Germany
C543661,22649,STRAWBERRY FAIRY CAKE TEAPOT,-4,2011-11-02 10:41:00,4.95,12471.0,Germany
C543661,22423,REGENCY CAKESTAND 3 TIER,-7,2011-11-02 10:41:00,10.95,12471.0,Germany
C543661,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,2011-11-02 10:41:00,1.25,12471.0,Germany
C543661,21231,SWEETHEART CERAMIC TRINKET BOX,-2,2011-11-02 10:41:00,1.25,12471.0,Germany
C543662,22423,REGENCY CAKESTAND 3 TIER,-5,2011-11-02 10:49:00,10.95,14441.0,United Kingdom
C543663,22846,BREAD BIN DINER STYLE RED,-1,2011-11-02 10:50:00,16.95,18118.0,United Kingdom
C543671,22602,RETROSPOT WOODEN HEART DECORATION,-36,2011-11-02 11:24:00,0.85,18087.0,United Kingdom
C543671,22600,CHRISTMAS RETROSPOT STAR WOOD,-12,2011-11-02 11:24:00,0.85,18087.0,United Kingdom
C543706,22423,REGENCY CAKESTAND 3 TIER,-1,2011-11-02 11:44:00,12.75,15044.0,United Kingdom
C543729,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-11-02 11:55:00,2.95,15796.0,United Kingdom
C543741,22179,SET 10 LIGHTS NIGHT OWL,-1,2011-11-02 13:37:00,6.75,13021.0,United Kingdom
C543742,20985,HEART CALCULATOR,-1,2011-11-02 13:38:00,1.25,14676.0,United Kingdom
C543743,M,Manual,-1,2011-11-02 13:39:00,4.5,12505.0,Italy
C543744,85232B,SET OF 3 BABUSHKA STACKING TINS,-3,2011-11-02 13:43:00,4.95,13672.0,United Kingdom
C543744,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,-12,2011-11-02 13:43:00,1.69,13672.0,United Kingdom
C543744,79323P,PINK CHERRY LIGHTS,-4,2011-11-02 13:43:00,6.75,13672.0,United Kingdom
C543745,79323B,BLACK CHERRY LIGHTS,-4,2011-11-02 13:46:00,6.75,13672.0,United Kingdom
C543745,85232B,SET OF 3 BABUSHKA STACKING TINS,-3,2011-11-02 13:46:00,4.95,13672.0,United Kingdom
C543745,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,-12,2011-11-02 13:46:00,1.69,13672.0,United Kingdom
C543749,M,Manual,-1,2011-11-02 13:55:00,71.46,13672.0,United Kingdom
C543750,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,2011-11-02 13:59:00,6.35,18250.0,United Kingdom
C543752,D,Discount,-1,2011-11-02 14:12:00,64.27,14031.0,United Kingdom
C543755,85049G,CHOCOLATE BOX RIBBONS,-12,2011-11-02 14:48:00,1.25,14304.0,United Kingdom
C543755,22311,OFFICE MUG WARMER BLACK+SILVER,-6,2011-11-02 14:48:00,2.95,14304.0,United Kingdom
C543755,21591,COSY HOUR CIGAR BOX MATCHES,-24,2011-11-02 14:48:00,1.25,14304.0,United Kingdom
C543755,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,-4,2011-11-02 14:48:00,4.95,14304.0,United Kingdom
C543755,22087,PAPER BUNTING WHITE LACE,-6,2011-11-02 14:48:00,2.95,14304.0,United Kingdom
C543755,21915,RED  HARMONICA IN BOX,-12,2011-11-02 14:48:00,1.25,14304.0,United Kingdom
C543755,22617,BAKING SET SPACEBOY DESIGN,-3,2011-11-02 14:48:00,4.95,14304.0,United Kingdom
C543755,22158,3 HEARTS HANGING DECORATION RUSTIC,-8,2011-11-02 14:48:00,2.95,14304.0,United Kingdom
C543755,22568,FELTCRAFT CUSHION OWL,-4,2011-11-02 14:48:00,3.75,14304.0,United Kingdom
C543755,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,-6,2011-11-02 14:48:00,2.95,14304.0,United Kingdom
C543756,22364,GLASS JAR DIGESTIVE BISCUITS,-7,2011-11-02 14:50:00,2.55,13089.0,United Kingdom
C543756,22360,GLASS JAR ENGLISH CONFECTIONERY,-11,2011-11-02 14:50:00,2.55,13089.0,United Kingdom
C543756,84949,SILVER HANGING T-LIGHT HOLDER,-6,2011-11-02 14:50:00,1.45,13089.0,United Kingdom
C543757,22068,BLACK PIRATE TREASURE CHEST,-1,2011-11-02 15:05:00,1.65,13115.0,United Kingdom
C543758,D,Discount,-1,2011-11-02 15:07:00,65.91,15299.0,United Kingdom
C543760,37446,MINI CAKE STAND WITH HANGING CAKES,-48,2011-11-02 15:12:00,1.25,15638.0,United Kingdom
C543760,37449,CERAMIC CAKE STAND + HANGING CAKES,-4,2011-11-02 15:12:00,8.5,15638.0,United Kingdom
C543761,22569,FELTCRAFT CUSHION BUTTERFLY,-1,2011-11-02 15:13:00,3.75,12943.0,United Kingdom
C543763,22770,MIRROR CORNICE,-1,2011-11-02 15:14:00,14.95,13050.0,United Kingdom
C543763,22767,TRIPLE PHOTO FRAME CORNICE,-2,2011-11-02 15:14:00,9.95,13050.0,United Kingdom
C543764,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-11-02 15:16:00,0.85,17035.0,United Kingdom
C543764,79191D,RETRO PLASTIC DAISY TRAY,-12,2011-11-02 15:16:00,0.85,17035.0,United Kingdom
C543764,22767,TRIPLE PHOTO FRAME CORNICE,-1,2011-11-02 15:16:00,9.95,17035.0,United Kingdom
C543764,85232D,SET/3 DECOUPAGE STACKING TINS,-3,2011-11-02 15:16:00,4.95,17035.0,United Kingdom
C543765,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-11-02 15:16:00,0.85,16265.0,United Kingdom
C543766,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-1,2011-11-02 15:18:00,4.25,13319.0,United Kingdom
C543767,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-11-02 15:19:00,3.75,13767.0,United Kingdom
C543767,22727,ALARM CLOCK BAKELIKE RED,-1,2011-11-02 15:19:00,3.75,13767.0,United Kingdom
C543768,37500,TEA TIME TEAPOT IN GIFT BOX,-1,2011-11-02 15:20:00,9.95,14497.0,United Kingdom
C543768,22794,SWEETHEART WIRE MAGAZINE RACK,-1,2011-11-02 15:20:00,7.95,14497.0,United Kingdom
C543769,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2011-11-02 15:22:00,4.25,17213.0,United Kingdom
C543771,22423,REGENCY CAKESTAND 3 TIER,-1,2011-11-02 15:43:00,12.75,15658.0,United Kingdom
C543771,22627,MINT KITCHEN SCALES,-1,2011-11-02 15:43:00,8.5,15658.0,United Kingdom
C543772,22355,CHARLOTTE BAG SUKI DESIGN,-1,2011-11-02 15:43:00,0.85,13534.0,United Kingdom
C543773,21218,RED SPOTTY BISCUIT TIN,-1,2011-11-02 15:47:00,3.75,12410.0,Switzerland
C543773,22626,BLACK KITCHEN SCALES,-1,2011-11-02 15:47:00,8.5,12410.0,Switzerland
C543775,21871,SAVE THE PLANET MUG,-6,2011-11-02 16:10:00,1.25,13102.0,United Kingdom
C543776,22962,JAM JAR WITH PINK LID,-3,2011-11-02 16:12:00,0.85,14133.0,United Kingdom
C543778,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-11-02 16:30:00,2.95,18084.0,United Kingdom
C543779,22083,PAPER CHAIN KIT RETROSPOT,-4,2011-11-02 16:32:00,2.95,15240.0,United Kingdom
C543779,21218,RED SPOTTY BISCUIT TIN,-1,2011-11-02 16:32:00,3.75,15240.0,United Kingdom
C543780,22712,CARD DOLLY GIRL,-1,2011-11-02 16:34:00,0.42,17334.0,United Kingdom
C543784,22169,FAMILY ALBUM WHITE PICTURE FRAME,-4,2011-11-02 16:59:00,7.65,13089.0,United Kingdom
C543785,22846,BREAD BIN DINER STYLE RED,-2,2011-11-02 17:01:00,14.95,13098.0,United Kingdom
C543786,22191,IVORY DINER WALL CLOCK,-1,2011-11-02 17:01:00,8.5,13078.0,United Kingdom
C543787,85178,VICTORIAN SEWING KIT,-48,2011-11-02 17:05:00,0.85,15061.0,United Kingdom
C543789,M,Manual,-1,2011-11-02 17:10:00,856.48,17450.0,United Kingdom
C543789,D,Discount,-1,2011-11-02 17:10:00,84.8,17450.0,United Kingdom
C543789,M,Manual,-1,2011-11-02 17:10:00,190.8,17450.0,United Kingdom
C543790,21232,STRAWBERRY CERAMIC TRINKET BOX,-5,2011-11-02 17:12:00,1.25,17071.0,United Kingdom
C543790,22467,GUMBALL COAT RACK,-1,2011-11-02 17:12:00,2.55,17071.0,United Kingdom
C543791,75049L,LARGE CIRCULAR MIRROR MOBILE,-13,2011-11-02 17:13:00,0.85,15270.0,United Kingdom
C543791,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-11-02 17:13:00,2.55,15270.0,United Kingdom
C543791,21733,RED HANGING HEART T-LIGHT HOLDER,-2,2011-11-02 17:13:00,2.95,15270.0,United Kingdom
C543791,21735,TWO DOOR CURIO CABINET,-2,2011-11-02 17:13:00,10.95,15270.0,United Kingdom
C543792,22176,BLUE OWL SOFT TOY,-1,2011-11-02 17:14:00,2.95,13725.0,United Kingdom
C543792,20749,ASSORTED COLOUR MINI CASES,-1,2011-11-02 17:14:00,7.95,13725.0,United Kingdom
C543792,22849,BREAD BIN DINER STYLE MINT,-1,2011-11-02 17:14:00,16.95,13725.0,United Kingdom
545236,22797,damages,-15,2011-01-03 10:32:00,0.0,,United Kingdom
C545277,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,-1,2011-01-03 11:31:00,1.25,12933.0,United Kingdom
C545307,22414,DOORMAT NEIGHBOURHOOD WITCH,-1,2011-01-03 13:05:00,7.95,17027.0,United Kingdom
C545307,20793,BLUE TILED TRAY,-5,2011-01-03 13:05:00,6.75,17027.0,United Kingdom
C545329,M,Manual,-1,2011-01-03 15:47:00,280.05,12352.0,Norway
C545329,M,Manual,-1,2011-01-03 15:47:00,183.75,12352.0,Norway
C545330,M,Manual,-1,2011-01-03 15:49:00,376.5,12352.0,Norway
545401,21769,showroom,-5,2011-02-03 12:03:00,0.0,,United Kingdom
C545421,22684,FRENCH BLUE METAL DOOR SIGN 9,-2,2011-02-03 14:28:00,1.25,13166.0,United Kingdom
C545432,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,2011-02-03 15:15:00,9.95,14657.0,United Kingdom
C545434,22148,EASTER CRAFT 4 CHICKS,-3,2011-02-03 15:24:00,1.95,13410.0,United Kingdom
C545436,20725,LUNCH BAG RED RETROSPOT,-1,2011-02-03 15:52:00,1.65,13093.0,United Kingdom
C545436,22383,LUNCH BAG SUKI DESIGN,-1,2011-02-03 15:52:00,1.65,13093.0,United Kingdom
C545436,22846,BREAD BIN DINER STYLE RED,-1,2011-02-03 15:52:00,14.95,13093.0,United Kingdom
C545437,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-03 15:52:00,10.95,13093.0,United Kingdom
C545438,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-02-03 15:54:00,2.95,14231.0,United Kingdom
C545438,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-02-03 15:54:00,2.95,14231.0,United Kingdom
C545438,22427,ENAMEL FLOWER JUG CREAM,-3,2011-02-03 15:54:00,5.95,14231.0,United Kingdom
